12.900472,55.959821,1.76
11.062155,61.751033,1.81
13.792354,49.313265,1.85
13.398747,54.925362,2.23
11.030677,56.382427,2.34
11.897168,53.69476,2.41
2.52975,89.264109,1.97
12.257086,57.032617,3.32
